236,0,2,4,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,2,2,0,0,0,0,0,2,0,2,2,0,0,0,0,4,2,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,8,2,0,2,2,2,0,2,0,0,2,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,2,2,0,0,2,0,2
2,98,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,220,0,0,0,2,0,4,2,4,0,2,0,0,0,0,0,0,2,0,0,2,0,2,2,0,4,0,0,2,0,2,0,0,2,0,0,0,0,0,4,0,2,2,0,0,0,2,0,4,0,2,0,0,2,0,0,0,2,0,4,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,6,0,0,4,0,0,2,0,2,2,0,4,0,2,4,0,0,0,0,4,0,0
2,0,0,128,0,0,0,0,0,2,2,0,0,4,2,0,0,0,2,0,2,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
0,0,0,0,129,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,8,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,4,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,0,0,0
2,2,0,0,0,171,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,2,4,2,2,0,2,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,0,2,2,2,0,2,0,0,0,0,2,0,0,2,0
2,0,4,0,2,0,138,0,0,2,0,0,0,0,4,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,0,0,2,2,0,0,2,0,0,0,4,2,2,0,2,0,2,2,0,0,0,2,2,0
2,0,2,0,0,4,4,250,2,0,0,0,0,0,0,0,4,0,0,0,2,4,0,0,6,6,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,0,2,0,0,2,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,4,2,0,0,0,0,0,4,0,0,0,2,2,0,0,2,0,2,0,0,0
0,0,0,2,0,0,0,2,171,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,4,2,0,2,2,2,2,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,2,2,6
0,2,0,0,0,2,0,0,0,189,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,8,0,0,0,0,2,4,0,0,2,2,2,2,2,2,2,2,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,2,0,4,2,6,2,0,2,2,0,4,0,0,2,0,2,0,2,4,0,0,0,0,0
0,2,0,0,0,0,0,2,0,2,146,2,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0,0,0,2,2,0,0,0,4,0,0,2,0,0,2,0,2,4,0,0
0,0,0,0,0,0,0,0,0,0,2,92,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,2,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2
