row_index,PlayerID,true_label,predicted_label,prob_High,prob_Low,prob_Medium
33212,42212,High,Medium,0.03038181223819643,0.030686300313155557,0.938931887448648
32450,41450,High,Low,0.029785789060086044,0.937129098674529,0.03308511226538512
25718,34718,High,High,0.9394830850253838,0.029437647519890874,0.03107926745472538
25647,34647,Medium,Medium,0.05029034499179618,0.03458623464543214,0.9151234203627716
6697,15697,Medium,Medium,0.03027955614592277,0.06200329981392549,0.9077171440401517
9578,18578,Low,Low,0.030729554950097594,0.9326296100504033,0.03664083499949902
22418,31418,Low,Low,0.029576075296311347,0.9308524150929735,0.039571509610715226
13852,22852,High,High,0.9354543652406272,0.0317201777287424,0.03282545703063041
35559,44559,Medium,Medium,0.031460900103313615,0.04074432612244903,0.9277947737742375
37904,46904,Low,Low,0.03297324683365032,0.9248424746130463,0.04218427855330344
336,9336,Medium,Medium,0.02988264680846249,0.02915574584850202,0.9409616073430355
22261,31261,Medium,Medium,0.030579321938850778,0.03731210838339982,0.9321085696777494
13433,22433,High,Low,0.03363747094911127,0.9281938877386348,0.03816864131225405
6518,15518,Low,Low,0.03104599469964101,0.9326265265137504,0.03632747878660844
33043,42043,Medium,Medium,0.030554480564450686,0.033402292040141605,0.9360432273954077
10916,19916,Medium,Medium,0.03395454202497655,0.03241090339610351,0.9336345545789199
38118,47118,Medium,Medium,0.02700811652583443,0.03930338995913809,0.9336884935150275
14589,23589,Medium,Medium,0.07404128501335445,0.042144311126134544,0.883814403860511
14029,23029,High,High,0.9345940291250483,0.032466174465721226,0.03293979640923058
11815,20815,High,Medium,0.03062304197680101,0.05262140999101426,0.9167555480321847
24102,33102,Medium,Low,0.03472445117843411,0.7246205854699256,0.2406549633516403
37284,46284,Medium,Medium,0.03056857873545893,0.03251413451177503,0.9369172867527661
37439,46439,Low,Low,0.02764358821215521,0.9438261213042624,0.028530290483582313
4840,13840,Medium,Medium,0.03641435543040122,0.034776350277218045,0.9288092942923808
30694,39694,High,High,0.9333287453666458,0.033270018406869016,0.03340123622648517
27993,36993,Medium,Medium,0.03690767902281377,0.03303013845896253,0.9300621825182237
22606,31606,Medium,Medium,0.03307414222281052,0.03239935806026185,0.9345264997169277
22737,31737,Medium,Medium,0.03212281700415743,0.031205758839055003,0.9366714241567875
36934,45934,High,High,0.9152479346838011,0.035911659761482466,0.048840405554716436
33527,42527,Medium,Medium,0.03261872692108545,0.0315710665871879,0.9358102064917267
21911,30911,Medium,High,0.9309364838157658,0.03352221929536933,0.03554129688886481
3413,12413,Low,Low,0.03279852292220213,0.9346878172180411,0.03251365985975668
31047,40047,Medium,Medium,0.0296725322721326,0.03483060440746554,0.9354968633204018
8262,17262,Medium,Medium,0.030920171613526257,0.03058989051944963,0.9384899378670242
22731,31731,Low,Low,0.040140655354517316,0.6188680086252542,0.3409913360202285
31333,40333,High,High,0.9355563448565979,0.03053535847590705,0.03390829666749514
5141,14141,Medium,Medium,0.03082209579435073,0.03086944922441037,0.9383084549812389
17425,26425,Medium,Medium,0.030775285371155828,0.0430938357671462,0.9261308788616979
32600,41600,Medium,Medium,0.03105567435376709,0.033797801652423416,0.9351465239938094
28493,37493,High,High,0.935499025829153,0.03194266066227019,0.03255831350857693
5848,14848,Low,Low,0.030711085290680326,0.9355126986459634,0.03377621606335627
36108,45108,Low,Low,0.03668778261474901,0.8358876251740738,0.1274245922111773
35044,44044,Low,Low,0.03101513799398419,0.9322738323273813,0.03671102967863444
38564,47564,High,High,0.9356765874677425,0.03055343077664512,0.03376998175561238
32873,41873,High,Medium,0.030537020587735303,0.034090323183004145,0.9353726562292607
23508,32508,Low,Low,0.02940480487994765,0.9398422632594992,0.030752931860553227
11440,20440,Low,Low,0.03057907896064779,0.9377581449864413,0.031662776052910825
33801,42801,Medium,Medium,0.0384365249281221,0.03230551942599016,0.9292579556458879
194,9194,Medium,Medium,0.03020844455037668,0.02991174040895535,0.9398798150406679
33709,42709,High,High,0.9303196396515464,0.03387736845880664,0.03580299188964691
24753,33753,Medium,Medium,0.037357819299460616,0.03150112703504013,0.9311410536654993
3652,12652,High,High,0.9363450324269138,0.0316931061610389,0.03196186141204733
24245,33245,Medium,High,0.9326271121586919,0.03094516858447421,0.036427719256834044
4900,13900,Medium,Medium,0.03279879428354055,0.038485544236501606,0.9287156614799578
39248,48248,Low,Medium,0.032069206970758185,0.029038417031974104,0.9388923759972677
37207,46207,Medium,Medium,0.042613135696109916,0.038515866167326634,0.9188709981365634
4,9004,Medium,Medium,0.032717507942615236,0.03250529249810054,0.9347771995592842
29799,38799,Medium,Medium,0.03578346251572978,0.032123036399383686,0.9320935010848865
13620,22620,High,High,0.9304805593145106,0.03346032281058801,0.03605911787490134
877,9877,Low,Low,0.0370771822630773,0.860694021287916,0.10222879644900673
22784,31784,Medium,Medium,0.030911525469543816,0.035621246217008795,0.9334672283134474
31713,40713,High,High,0.9345558441948887,0.031634821984462984,0.033809333820648435
5018,14018,Low,Low,0.032679523467772364,0.9231228057138424,0.04419767081838524
39432,48432,High,High,0.9304068472626871,0.03194524964689072,0.03764790309042216
37268,46268,Medium,Medium,0.03427343375653833,0.0314883713859164,0.9342381948575452
