row_index,PlayerID,true_label,predicted_label,prob_High,prob_Low,prob_Medium
33212,42212,High,Medium,0.04074478649157815,0.03336373521897544,0.9258914782894464
32450,41450,High,Low,0.039327335331663944,0.9204375404499553,0.040235124218380665
25718,34718,High,High,0.9326410468423473,0.02764994202052108,0.03970901113713163
25647,34647,Medium,Medium,0.057536489704804294,0.03164037945199339,0.9108231308432023
6697,15697,Medium,Medium,0.032413248584913124,0.04621820372706261,0.9213685476880243
9578,18578,Low,Low,0.03343562089060247,0.9244051032489566,0.04215927586044088
22418,31418,Low,Low,0.03119038623779286,0.9224644073122764,0.046345206449930766
13852,22852,High,High,0.9320934266429161,0.027856042356979152,0.04005053100010489
35559,44559,Medium,Medium,0.029230734259754514,0.031227433050467074,0.9395418326897783
37904,46904,Low,Low,0.029814728067480905,0.9289621855472937,0.041223086385225496
336,9336,Medium,Medium,0.029402558233711507,0.028270644637953406,0.9423267971283352
22261,31261,Medium,Medium,0.03237825643590246,0.032236774452839435,0.935384969111258
13433,22433,High,Low,0.029507803633325915,0.9302814057118433,0.04021079065483071
6518,15518,Low,Low,0.02960441920686567,0.9307289838175715,0.039666596975562816
33043,42043,Medium,Medium,0.032039369902763536,0.03919500808214461,0.9287656220150918
10916,19916,Medium,Medium,0.03823118279729016,0.0349040962028729,0.9268647209998369
38118,47118,Medium,Medium,0.036878024671645256,0.03185813337378282,0.9312638419545719
14589,23589,Medium,Medium,0.07682003188962752,0.046621680165207124,0.8765582879451653
14029,23029,High,High,0.9055778527744082,0.031641407003103576,0.0627807402224882
11815,20815,High,Medium,0.03168303899310334,0.03344388550326399,0.9348730755036326
24102,33102,Medium,Low,0.02898781426306365,0.9272520615957833,0.04376012414115297
37284,46284,Medium,Medium,0.03559327127730426,0.03816426397447612,0.9262424647482197
37439,46439,Low,Low,0.028854315459366463,0.9317540027379976,0.03939168180263608
4840,13840,Medium,Medium,0.036558526863848306,0.04679530530613743,0.9166461678300143
30694,39694,High,High,0.9277155196843786,0.03076243801350136,0.04152204230212025
27993,36993,Medium,Medium,0.03334202569421549,0.038422340033523836,0.9282356342722607
