row_index,PlayerID,true_label,predicted_label,prob_High,prob_Low,prob_Medium
33212,42212,High,Medium,0.07304932282917159,0.26987987083224463,0.6570708063385838
32450,41450,High,Low,0.010869926889234934,0.9015686532449374,0.08756141986582754
25718,34718,High,High,0.9775779742430164,0.0013770207286769838,0.021045005028306658
25647,34647,Medium,Medium,0.30417293672092655,0.05905987150941257,0.6367671917696609
6697,15697,Medium,Low,0.04823425159700929,0.497793674867125,0.4539720735358658
9578,18578,Low,Low,0.012645971373279963,0.8888068366001607,0.0985471920265594
22418,31418,Low,Low,0.050662913768846005,0.5458570876319623,0.40347999859919165
13852,22852,High,High,0.9908960337515418,0.0018464239614072225,0.007257542287051017
35559,44559,Medium,Medium,0.047566693909074434,0.3607249553026263,0.5917083507882992
37904,46904,Low,Low,0.04931055654906909,0.9229100910047964,0.02777935244613439
336,9336,Medium,Medium,0.07725536329973133,0.11039689295480548,0.8123477437454631
22261,31261,Medium,Medium,0.04602293557274258,0.4290856732939922,0.5248913911332652
13433,22433,High,Low,0.006017820661624548,0.9939588749844255,2.3304353949859472e-05
6518,15518,Low,Low,0.010907559537923045,0.8758588201850664,0.11323362027701057
33043,42043,Medium,Medium,0.022638791409718282,0.3279564022832082,0.6494048063070735
10916,19916,Medium,Medium,0.1920481677417564,0.2008444642600989,0.6071073679981447
38118,47118,Medium,Medium,0.2259847560078945,0.038710887133919944,0.7353043568581856
14589,23589,Medium,High,0.5337028296022526,0.049360494186991094,0.4169366762107564
14029,23029,High,High,0.9385308974932545,0.006464344880488372,0.055004757626257283
11815,20815,High,Low,0.027701417730151764,0.4988928690572866,0.4734057132125616
24102,33102,Medium,Low,0.026979303492531418,0.8186626140771792,0.15435808243028942
37284,46284,Medium,Medium,0.35917797199756735,0.03846261771002382,0.6023594102924089
37439,46439,Low,Low,0.01231317203795275,0.9463611199382734,0.0413257080237737
4840,13840,Medium,Medium,0.09979084764047941,0.22090740665381686,0.6793017457057037
30694,39694,High,High,0.8838311662034328,0.01727226186048984,0.09889657193607743
27993,36993,Medium,Medium,0.06138947601063555,0.12178583142718911,0.8168246925621754
22606,31606,Medium,Medium,0.07545762048122007,0.2056403501293044,0.7189020293894757
22737,31737,Medium,Medium,0.1864955063346897,0.08056544893626108,0.7329390447290492
