row_index,PlayerID,true_label,predicted_label,prob_High,prob_Low,prob_Medium
33212,42212,High,Medium,0.03781947249589825,0.036080922019875984,0.9260996054842258
32450,41450,High,Low,0.038644293925138185,0.9289961085696677,0.03235959750519398
25718,34718,High,High,0.9394709515425171,0.028254784344212067,0.03227426411327086
25647,34647,Medium,Medium,0.03976164557125073,0.03170297853090599,0.9285353758978432
6697,15697,Medium,Medium,0.03338433206379169,0.0434013885917001,0.9232142793445082
9578,18578,Low,Low,0.03953486208459408,0.9165115831133656,0.043953554802040294
22418,31418,Low,Low,0.03230132077926977,0.9260510445217394,0.04164763469899083
13852,22852,High,High,0.9380184556904799,0.028827928824273402,0.03315361548524675
35559,44559,Medium,Medium,0.030065875996107775,0.03538730373709889,0.9345468202667934
37904,46904,Low,Low,0.03418282979840912,0.9237072426033412,0.04210992759824955
336,9336,Medium,Medium,0.030476805055971046,0.02896543746997421,0.9405577574740547
22261,31261,Medium,Medium,0.03160299108639477,0.03149154885790611,0.9369054600556991
13433,22433,High,Low,0.030384719447570097,0.9366547783312988,0.032960502221131095
6518,15518,Low,Low,0.02982377412707049,0.9376800808126525,0.03249614506027695
33043,42043,Medium,Medium,0.03221483587142068,0.03791544433032084,0.9298697197982584
10916,19916,Medium,Medium,0.03732926801620054,0.03491339487497519,0.9277573371088242
38118,47118,Medium,Medium,0.04441139878418854,0.03468132529109764,0.9209072759247139
14589,23589,Medium,Medium,0.04050838370316399,0.04544230085413862,0.9140493154426973
14029,23029,High,High,0.9279837245236292,0.03220890251918387,0.03980737295718687
11815,20815,High,Medium,0.033960457701541075,0.03553130527770243,0.9305082370207565
24102,33102,Medium,Low,0.030259142045504523,0.9171951917345518,0.0525456662199437
37284,46284,Medium,Medium,0.03539128436977638,0.03577201485904564,0.928836700771178
37439,46439,Low,Low,0.02936849950520821,0.9391337052152325,0.031497795279559294
4840,13840,Medium,Medium,0.038027505670663646,0.03908247168305574,0.9228900226462806
30694,39694,High,High,0.9223266078553521,0.04070662716690673,0.03696676497774112
27993,36993,Medium,Medium,0.0324520376672666,0.031865710367663884,0.9356822519650695
22606,31606,Medium,Medium,0.03287295344801711,0.036177093072127714,0.9309499534798552
22737,31737,Medium,Medium,0.03429152180831669,0.042121423234830806,0.9235870549568524
36934,45934,High,High,0.9314898506256855,0.030420157898717156,0.03808999147559727
33527,42527,Medium,Medium,0.036364845070543314,0.0337980858764011,0.9298370690530556
21911,30911,Medium,High,0.9310523206723501,0.03260817076058415,0.036339508567065755
3413,12413,Low,Low,0.030725095390007704,0.9351219906165692,0.034152913993423184
31047,40047,Medium,Medium,0.030923949157679043,0.035871416751900816,0.9332046340904201
8262,17262,Medium,Medium,0.03267533574859649,0.032207755424836504,0.9351169088265671
22731,31731,Low,Low,0.04190246128018693,0.5509514923537341,0.40714604636607904
31333,40333,High,High,0.9382642621549443,0.029337144579724028,0.0323985932653316
5141,14141,Medium,Medium,0.029877273137717764,0.030913797059715618,0.9392089298025666
17425,26425,Medium,Medium,0.030504975777461293,0.03250999305856279,0.9369850311639759
32600,41600,Medium,Medium,0.03583631758875359,0.03406720461780416,0.9300964777934424
28493,37493,High,High,0.9084369879541182,0.03363599285782163,0.0579270191880601
5848,14848,Low,Low,0.03492272093962912,0.9299935444195301,0.035083734640840865
36108,45108,Low,Low,0.0349356411492631,0.8091522202349978,0.15591213861573908
35044,44044,Low,Low,0.035612641130944346,0.9251401184330793,0.03924724043597635
38564,47564,High,High,0.9358604062331675,0.030047124063295433,0.03409246970353705
32873,41873,High,Medium,0.030614416909456946,0.030252000866494665,0.9391335822240485
23508,32508,Low,Low,0.029561290565740597,0.937722181569045,0.032716527865214506
11440,20440,Low,Low,0.03298887197672231,0.9340966572582771,0.032914470765000474
33801,42801,Medium,Medium,0.03369529144358113,0.03156949858219341,0.9347352099742254
194,9194,Medium,Medium,0.03340530089457682,0.030291105137743506,0.9363035939676797
33709,42709,High,High,0.9298258692446089,0.031336956341559884,0.0388371744138313
24753,33753,Medium,Medium,0.03502318088890682,0.04502134716015798,0.9199554719509352
3652,12652,High,High,0.9346520614953806,0.03191506244385095,0.03343287606076839
24245,33245,Medium,High,0.9147270406352832,0.032283073880157324,0.052989885484559525
4900,13900,Medium,Medium,0.037035248098249464,0.038758668960136196,0.9242060829416143
39248,48248,Low,Medium,0.03641697629089951,0.030840176960953387,0.932742846748147
37207,46207,Medium,Medium,0.042020550090997776,0.030711791502579206,0.9272676584064231
4,9004,Medium,Medium,0.03783549987901006,0.03599839609721111,0.9261661040237787
29799,38799,Medium,Medium,0.038465125911822044,0.03770984088935309,0.9238250331988249
13620,22620,High,High,0.9355157839920646,0.03041699336766544,0.03406722264027006
877,9877,Low,Low,0.03485359735569935,0.783258352562938,0.18188805008136258
22784,31784,Medium,Medium,0.03693770771357403,0.03789282444607071,0.9251694678403553
31713,40713,High,High,0.9271800133990356,0.03727962119038229,0.03554036541058209
5018,14018,Low,Low,0.029810647614531113,0.9334955437782746,0.03669380860719423
39432,48432,High,High,0.9229040282565526,0.033001398937192866,0.04409457280625457
37268,46268,Medium,Medium,0.031059880749707485,0.030324313929043143,0.9386158053212496
24481,33481,Low,Medium,0.03816255481074277,0.033697588376508665,0.9281398568127486
26361,35361,Low,Low,0.0326060495907683,0.8769043037750802,0.09048964663415145
16948,25948,Low,Low,0.03235540119221232,0.9358026408069073,0.03184195800088032
23116,32116,Low,Low,0.029952040795236747,0.937073357373592,0.03297460183117127
9856,18856,High,Medium,0.1741893363138031,0.05297353203502254,0.7728371316511744
21634,30634,Medium,Medium,0.03098266527842214,0.03168814040252833,0.9373291943190495
27799,36799,Medium,Medium,0.03224321219970669,0.030980156521928575,0.9367766312783647
16445,25445,High,High,0.9383971112823543,0.029079136375977598,0.03252375234166801
31904,40904,Low,Medium,0.03563497974049407,0.09800976006157924,0.8663552601979266
31763,40763,Medium,Medium,0.03307981152187766,0.04593765597267623,0.920982532505446
